,ID,Code,Language Name,Alternate Names,Endangerment Status,Estimated Speakers,Language Family,Dialects/Variants,Additional Information,Notes,Geographical Regions,Region,Coordinates,Index,Country,Latitude,Longitude
34,1520,guq,Aché,Axe; Guaiaqui; Guoyagui; Guayakí; Guayaki-Ache; Guayaki; Guayaquí; Guaiaqui; Guajaki; Guoyagui;,Severely Endangered,200.0,Tupian; Tupi-Guaranian; Guaranian,Northern Aché; Yvyturuzu Aché; Ñacunday (Southern) Aché; Ypeti Aché,None,None,Paraguay;,South America,"(-25.25, -55.1666666667)",17,Paraguay,-25.25,-55.1666666667
35,3591,acz,Acheron,Garme; Asheron; Aceron; Achurun;,Vulnerable,70000.0, Talodi,Eastern Acheron; Western Acheron;,None,None,Sudan;,Africa,"(10.809, 30.2453)",18,Sudan,10.809,30.2453
36,647,acr,Achi',Rabinal K'iche'; Achí;,Vulnerable,51593.0,Mayan; K'ichean,"Cubulco, Rabinal. Some consider Cubulco a dialect of K'iche', and many consider all of Achi', Rabinal and Cubulco, to be just varieties of K'iche'. They are mutually intelligible.",Considered a dialect of K'iche' by many linguists.,None,Guatemala;,Mexico,"(15.0845, -90.4888)",19,Guatemala,15.0845,-90.4888
37,647,acr,Achi',Rabinal K'iche'; Achí;,Vulnerable,51593.0,Mayan; K'ichean,"Cubulco, Rabinal. Some consider Cubulco a dialect of K'iche', and many consider all of Achi', Rabinal and Cubulco, to be just varieties of K'iche'. They are mutually intelligible.",Considered a dialect of K'iche' by many linguists.,None,Guatemala;,Central America,"(15.0845, -90.4888)",19,Guatemala,15.0845,-90.4888
38,647,acr,Achi',Rabinal K'iche'; Achí;,Vulnerable,51593.0,Mayan; K'ichean,"Cubulco, Rabinal. Some consider Cubulco a dialect of K'iche', and many consider all of Achi', Rabinal and Cubulco, to be just varieties of K'iche'. They are mutually intelligible.",Considered a dialect of K'iche' by many linguists.,None,Guatemala;,Caribbean,"(15.0845, -90.4888)",19,Guatemala,15.0845,-90.4888
39,648,acu,Achuar,Achual; Achuar-Shiwiar; Achuale; Achuara; Jívaro; Maina,Threatened,5443.0,Chicham family (Jivaroan),,None,"Kaufman (2007: 69) considers Jívaro a “language area” with two emergent languages, Jívaro and Aguaruna. Shuar, Achuar, Aguaruna, and Huambisa are closely related languages or dialects of a single language.",Peru;Ecuador;,South America,"(-2.876318, -77.586775)",20,Peru,-2.876318,-77.586775
40,648,acu,Achuar,Achual; Achuar-Shiwiar; Achuale; Achuara; Jívaro; Maina,Threatened,5443.0,Chicham family (Jivaroan),,None,"Kaufman (2007: 69) considers Jívaro a “language area” with two emergent languages, Jívaro and Aguaruna. Shuar, Achuar, Aguaruna, and Huambisa are closely related languages or dialects of a single language.",Peru;Ecuador;,South America,"(-2.876318, -77.586775)",20,Ecuador,-2.876318,-77.586775
41,1004,acv,Achumawi,Achumawi; Achomawi; Pitt River; Achoma'wi; Achowawi;,Critically Endangered,10.0,Palaihnihan,"Downriver dialect groups: Madesiwi, Itsatawi, Ilmawi, Achumawi (proper); Upriver dialect groups: Atwamwi, Astariwawi, Kosalektawi, Hammawi, Hewisedawi",None,None,USA;,North America,"(41.320107, -121.129761)",21,United States of America,41.320107,-121.129761
42,650,kjq,Acoma-Laguna,Western Keres Pueblo; Western Keresan; Acoma;,Threatened,4000.0,Keresan,Acoma; Laguna,None,None,USA;,North America,"(34.8964, -107.5816)",22,United States of America,34.8964,-107.5816
43,6909,ads,Adamorobe Sign Language,,Threatened,35.0,Sign Language; African,,None,None,Ghana;,Africa,"(5.859378, -0.197951)",23,Ghana,5.859378,-0.197951
44,9470,adn,Adang,Alor;,Endangered,7000.0,Timor-Alor-Pantar; Alor,,None,None,Indonesia;,Southeast Asia,"(-8.195, 124.484)",24,Indonesia,-8.195,124.484
45,2827,tiu,Adasen Itneg,"Adasen; Addasen Tinguian; Addasen; Itneg, Adasen",Threatened,4000.0,Austronesian; Malayo-Polynesian; Northern Luzon; Cagayan Valley,Western Addasen; Eastern Addasen;,None,None,Philippines;,Southeast Asia,,25,Philippines,,
46,1130,adi,Adi,崩尼-博嘎爾语; Lho-Pa; Abhor; Abor; Boga'er Luoba; Luoba; Lhoba; Boga'er; Bengni-Boga'er; Bokar; Adi-Bokar; Na Bengni; Bengni; Miri; Abor-Miri; Miśing,At risk,100190.0,Sino-Tibetan; Tani,Ashing; Bokar; Tangam; Shimong; Gallong; Minyong; Pasi; Pailibo; Bori; Karko; Pangi; Padam; Komkar; Ramo,None,"Ethnologue's Adi [adi] amalgamates several ethnolinguistically and linguistically distinct groups and thus subsumes several languages:Ethnologue listed varieties:  Ashing, Bokar (Boga’er Luoba), Bori, Gallong (Galong), Karko, Komkar, Milang, Minyong, Padam, Pailibo, Pangi, Pasi, Ramo, Shimong, Tangam. Milang is definitely a separate language (possibly not a member of the Tani family). Bokar, Pailibo, Ramo and Padam also are all most likely separate languages. Bori, Minyong and Tangam also may be separate languages.",India;China;,South Asia,"(28.526319, 93.115814)",26,India,28.526319,93.115814
47,1130,adi,Adi,崩尼-博嘎爾语; Lho-Pa; Abhor; Abor; Boga'er Luoba; Luoba; Lhoba; Boga'er; Bengni-Boga'er; Bokar; Adi-Bokar; Na Bengni; Bengni; Miri; Abor-Miri; Miśing,At risk,100190.0,Sino-Tibetan; Tani,Ashing; Bokar; Tangam; Shimong; Gallong; Minyong; Pasi; Pailibo; Bori; Karko; Pangi; Padam; Komkar; Ramo,None,"Ethnologue's Adi [adi] amalgamates several ethnolinguistically and linguistically distinct groups and thus subsumes several languages:Ethnologue listed varieties:  Ashing, Bokar (Boga’er Luoba), Bori, Gallong (Galong), Karko, Komkar, Milang, Minyong, Padam, Pailibo, Pangi, Pasi, Ramo, Shimong, Tangam. Milang is definitely a separate language (possibly not a member of the Tani family). Bokar, Pailibo, Ramo and Padam also are all most likely separate languages. Bori, Minyong and Tangam also may be separate languages.",India;China;,East Asia,"(28.526319, 93.115814)",26,India,28.526319,93.115814
48,1130,adi,Adi,崩尼-博嘎爾语; Lho-Pa; Abhor; Abor; Boga'er Luoba; Luoba; Lhoba; Boga'er; Bengni-Boga'er; Bokar; Adi-Bokar; Na Bengni; Bengni; Miri; Abor-Miri; Miśing,At risk,100190.0,Sino-Tibetan; Tani,Ashing; Bokar; Tangam; Shimong; Gallong; Minyong; Pasi; Pailibo; Bori; Karko; Pangi; Padam; Komkar; Ramo,None,"Ethnologue's Adi [adi] amalgamates several ethnolinguistically and linguistically distinct groups and thus subsumes several languages:Ethnologue listed varieties:  Ashing, Bokar (Boga’er Luoba), Bori, Gallong (Galong), Karko, Komkar, Milang, Minyong, Padam, Pailibo, Pangi, Pasi, Ramo, Shimong, Tangam. Milang is definitely a separate language (possibly not a member of the Tani family). Bokar, Pailibo, Ramo and Padam also are all most likely separate languages. Bori, Minyong and Tangam also may be separate languages.",India;China;,South Asia,"(28.526319, 93.115814)",26,China,28.526319,93.115814
49,1130,adi,Adi,崩尼-博嘎爾语; Lho-Pa; Abhor; Abor; Boga'er Luoba; Luoba; Lhoba; Boga'er; Bengni-Boga'er; Bokar; Adi-Bokar; Na Bengni; Bengni; Miri; Abor-Miri; Miśing,At risk,100190.0,Sino-Tibetan; Tani,Ashing; Bokar; Tangam; Shimong; Gallong; Minyong; Pasi; Pailibo; Bori; Karko; Pangi; Padam; Komkar; Ramo,None,"Ethnologue's Adi [adi] amalgamates several ethnolinguistically and linguistically distinct groups and thus subsumes several languages:Ethnologue listed varieties:  Ashing, Bokar (Boga’er Luoba), Bori, Gallong (Galong), Karko, Komkar, Milang, Minyong, Padam, Pailibo, Pangi, Pasi, Ramo, Shimong, Tangam. Milang is definitely a separate language (possibly not a member of the Tani family). Bokar, Pailibo, Ramo and Padam also are all most likely separate languages. Bori, Minyong and Tangam also may be separate languages.",India;China;,East Asia,"(28.526319, 93.115814)",26,China,28.526319,93.115814
50,3593,adt,Adnyamathanha,Adynyamathanha; Wailpi; Wailbi; Waljbi; Wipie; Ad'n'amadana; Anjimatana; Anjiwatana; Archualda; Benbakanjamata; Binbarnja; Gadjnjamada; Jandali; Kanjimata; Keydnjmarda; Mardala; Nimalda; Nuralda; Unyamootha; Umbertana; Adnyamathana; Anjamutina; Anyamatana; Kudnamietha; Kutchamoota; Keydnjamarda; Mardula; Nimbalda; Nimbaldi; Atnyamathanha;,Endangered,100.0,Pama-Nyungan; Thura-Yura,,None,None,Australia;,Australia,"(-30.83714135, 139.1215397)",28,Australia,-30.83714135,139.1215397
51,581,adz,Adzera,"Azera, Acira, Atzera, Atsera",Vulnerable,28900.0,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,Amari;,None,None,Papua New Guinea;,Pacific,"(-6.39, 146.29)",29,Papua New Guinea,-6.39,146.29
52,3596,aeq,Aer,,Endangered,200.0,Indo-European; Indo-Iranian; Indo-Aryan; Central Zone,Jikrio Goth Aer; Jamesabad Aer,None,None,Pakistan;,South Asia,"(25.272921, 69.290285)",30,Pakistan,25.272921,69.290285
53,3600,aft,Afitti,Ditti; Unietti; Affitti; Dinik; Affiti;,Endangered,4000.0,Nyimang,Afitti; Ditti,None,None,Sudan;,Africa,,31,Sudan,,
54,2799,ulf,Afra,Usku,Threatened,115.0,Isolate; Pacific,,None,None,Indonesia;,Southeast Asia,"(-3.5449, 140.7499)",32,Indonesia,-3.5449,140.7499
55,10069,5qc,Aftari,,Endangered,500.0,Indo-European; Indo-Iranian; Iranian; Northwest; Semnan area,,None,None,Iran;,Near East,"(35.36, 53.7)",33,Iran,35.36,53.7
56,3879,avo,Agavotaguerra,Agavotoküeng; Agavotoqüeng; Agavo-queng,Dormant,0.0,Arawakan; Southern Arawakan; Central,,"Agayotoguerra may be a dialect of Yawalapití. Ethnologue (2106) lists it as ""unclassified"" and related to Waurá [wau] and to Yawalapití [yaw]; for number of speakers it gives ""10 (extinct)"".""The Agavotoqëng are a tropical forest tribe who live in the Xingú park, Mato Grosso state, Brazil; their village is on the east side of the Xingú River, between the Kuluene and Kurizevo rivers. The tribe numbers fewer than 100; they speak a language similar to that of the Yawalapití, from whom they may have broken away at some earlier time. The tribe maintains isolation form other groups in the Xingú Indian Park."" (Villas Boas, Orlando and Cláudio Villas Boas. 1973. Xingú: The Indians, their Myths.)",None,Brazil;,South America,"(-13.3, -53.44)",34,Brazil,-13.3,-53.44
57,921,agx,Aghul,Agul; агъул чӀал; Ağul ç'al; агульский язык; Aghulshuy; Aguly;,Threatened,18000.0,Northeast Caucasian; Daghestanian; Lezgic,Agul; Gekxun; Koshan; Keren;,None,None,Russia;Azerbaijan;,Caucasus,"(41.7518, 47.6875)",36,Russia,41.7518,47.6875
58,921,agx,Aghul,Agul; агъул чӀал; Ağul ç'al; агульский язык; Aghulshuy; Aguly;,Threatened,18000.0,Northeast Caucasian; Daghestanian; Lezgic,Agul; Gekxun; Koshan; Keren;,None,None,Russia;Azerbaijan;,Europe,"(41.7518, 47.6875)",36,Russia,41.7518,47.6875
59,921,agx,Aghul,Agul; агъул чӀал; Ağul ç'al; агульский язык; Aghulshuy; Aguly;,Threatened,18000.0,Northeast Caucasian; Daghestanian; Lezgic,Agul; Gekxun; Koshan; Keren;,None,None,Russia;Azerbaijan;,East Asia,"(41.7518, 47.6875)",36,Russia,41.7518,47.6875
60,921,agx,Aghul,Agul; агъул чӀал; Ağul ç'al; агульский язык; Aghulshuy; Aguly;,Threatened,18000.0,Northeast Caucasian; Daghestanian; Lezgic,Agul; Gekxun; Koshan; Keren;,None,None,Russia;Azerbaijan;,Caucasus,"(41.7518, 47.6875)",36,Azerbaijan,41.7518,47.6875
61,921,agx,Aghul,Agul; агъул чӀал; Ağul ç'al; агульский язык; Aghulshuy; Aguly;,Threatened,18000.0,Northeast Caucasian; Daghestanian; Lezgic,Agul; Gekxun; Koshan; Keren;,None,None,Russia;Azerbaijan;,Europe,"(41.7518, 47.6875)",36,Azerbaijan,41.7518,47.6875
62,921,agx,Aghul,Agul; агъул чӀал; Ağul ç'al; агульский язык; Aghulshuy; Aguly;,Threatened,18000.0,Northeast Caucasian; Daghestanian; Lezgic,Agul; Gekxun; Koshan; Keren;,None,None,Russia;Azerbaijan;,East Asia,"(41.7518, 47.6875)",36,Azerbaijan,41.7518,47.6875
63,10554,aif,Agi,Metru,Endangered,670.0,Torricelli; Palei,,None,None,Papua New Guinea;,Pacific,"(-3.49, 142.39)",37,Papua New Guinea,-3.49,142.39
64,1565,agr,Aguaruna,Aguajun; Ahuajun; Awaruna; Awahun; Awajún; Aguaruna; Aents,Vulnerable,55000.0,Chicham family (Jivaroan),,None,Known to its speakers as iiniá chicham.,Peru;,South America,"(-4.3464, -77.8271)",38,Peru,-4.3464,-77.8271
65,3806,aug,Aguna,Awuna; Agunaco;,Threatened,3470.0, Kwa,,None,None,Benin;,Africa,,39,Benin,,
66,3334,wmi,Agwamin,Ak Waumin; Ak-Waumin; Egwamin; Ewamin; Gwamin; Wailoolo; Walamin; Walming; Waumin; Wawmin; Wimanja; Wommin; Wakaman; Warkaman; Warkeeman; Warkamin; Warkeemon;Wamin;,Critically Endangered,1.0,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",None,Australia;,Australia,"(-17.83386864, 144.2350367)",40,Australia,-17.83386864,144.2350367
67,10816,axam1237,Ahamb,Axamb; Akhamb; Akamb; naujin sdrato [nauˈtʃin sndraˈto] ‘our language’,Endangered,968.0,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu; Southeastern Malekula,,None,None,Vanuatu;,Pacific,"(-16.517, 167.652)",41,Vanuatu,-16.517,167.652
68,3690,ahn,Àhàn,Ahaan; Ahan,Endangered,300.0, Benue-Congo; Defoid,,None,None,Nigeria;,Africa,"(7.762, 5.724)",42,Nigeria,7.762,5.724
69,761,aht,Ahtna,Ahtena; Nabesna; Tanana; Ah-tena; Atna; Copper River; Mednovskiy;,Critically Endangered,30.0,Athabaskan-Eyak-Tlingit; Athabaskan;,,None,None,USA;,North America,"(62.7547, -144.3164)",43,United States of America,62.7547,-144.3164
70,669,tba,Aikanã,Aikaná; Huarí; Warí; Masaká; Tubarão; Kasupá; Mundé; Corumbiara; Huari; Tubaro; Wari; Uari; Kolumbiara;,Vulnerable,187.5,Isolate; South American,Masaká;,None,None,Brazil;,South America,"(-12.651, -60.3918)",44,Brazil,-12.651,-60.3918
71,10552,ymo,Aiku,Yangum Mon; Malek; Menandon; Minendon; Monanda; Monandu; Umgrak-Aiku,Endangered,819.0,Torricelli; Palei,,None,None,Papua New Guinea;,Pacific,,45,Papua New Guinea,,
72,3699,ail,Aimele,Eibela; Kware;,Endangered,140.0,Trans-New Guinea; Awyu,,None,None,Papua New Guinea;,Pacific,"(-6.751896, 142.745361)",46,Papua New Guinea,-6.751896,142.745361
73,3700,aim,Aimol,Langrong; Aimal;,Endangered,2640.0,Sino-Tibetan; Kukish,Langrong;,None,None,India;,South Asia,"(24.4971, 93.6145)",47,India,24.4971,93.6145
